IMAGE,CURRENT_FIX_INDEX,CURRENT_FIX_X,CURRENT_FIX_Y,CURRENT_FIX_DURATION,CURRENT_FIX_PUPIL,CURRENT_FIX_START,IMAGE_HEIGHT,IMAGE_WIDTH
cju1cyjb5qtie0993njqne9m3.jpg,2,0.4291666666666667,0.2526041666666667,132,2211,297,547.0,626.0
cju1cyjb5qtie0993njqne9m3.jpg,3,0.328515625,0.1005208333333333,305,1673,457,547.0,626.0
cju1cyjb5qtie0993njqne9m3.jpg,4,0.5889322916666666,0.0704427083333333,204,1595,810,547.0,626.0
cju1cyjb5qtie0993njqne9m3.jpg,5,0.9141927083333332,0.1709635416666667,235,1868,1068,547.0,626.0
cju1cyjb5qtie0993njqne9m3.jpg,6,0.979296875,0.385546875,631,2152,1344,547.0,626.0
cju1cyjb5qtie0993njqne9m3.jpg,7,0.84921875,0.471484375,252,2272,2002,547.0,626.0
cju1cyjb5qtie0993njqne9m3.jpg,8,0.905859375,0.6796875,610,2332,2491,547.0,626.0
cju1cyjb5qtie0993njqne9m3.jpg,9,0.4588541666666666,0.6164062499999999,400,2245,3164,547.0,626.0
cju1cyjb5qtie0993njqne9m3.jpg,10,0.2471354166666667,0.2903645833333333,362,2195,3644,547.0,626.0
cju1cyjb5qtie0993njqne9m3.jpg,11,0.2815104166666666,0.1639322916666666,344,2254,4044,547.0,626.0
cju1cyjb5qtie0993njqne9m3.jpg,12,0.37109375,0.0938802083333333,396,2406,4414,547.0,626.0
cju1cyjb5qtie0993njqne9m3.jpg,14,0.6658854166666667,0.0022135416666666,202,2588,5071,547.0,626.0
cju1cyjb5qtie0993njqne9m3.jpg,15,0.9010416666666666,0.1076822916666666,374,2633,5327,547.0,626.0
cju1cyjb5qtie0993njqne9m3.jpg,16,0.3912760416666667,0.059375,316,2637,5769,547.0,626.0
cju1cyjb5qtie0993njqne9m3.jpg,17,0.2755208333333334,0.126171875,192,2575,6113,547.0,626.0
cju1cyjb5qtie0993njqne9m3.jpg,18,0.7618489583333333,0.2682291666666667,206,2694,6372,547.0,626.0
cju1cyjb5qtie0993njqne9m3.jpg,19,0.9430989583333332,0.4126302083333333,328,2451,6620,547.0,626.0
cju1cyjb5qtie0993njqne9m3.jpg,21,0.9127604166666666,0.2029947916666666,359,1986,7285,547.0,626.0
cju1cyjb5qtie0993njqne9m3.jpg,22,0.3911458333333333,0.253125,119,2278,7710,547.0,626.0
cju1cyjb5qtie0993njqne9m3.jpg,23,0.2325520833333333,0.466015625,260,2282,7877,547.0,626.0
cju1cyjb5qtie0993njqne9m3.jpg,24,0.6595052083333334,0.6545572916666667,385,2402,8200,547.0,626.0
cju1cyjb5qtie0993njqne9m3.jpg,25,0.912890625,0.6015625,343,1997,8622,547.0,626.0
cju1cyjb5qtie0993njqne9m3.jpg,26,0.9134114583333334,0.4259114583333334,294,1964,8997,547.0,626.0
cju1cyjb5qtie0993njqne9m3.jpg,27,0.6496093749999999,0.2744791666666666,273,2253,9333,547.0,626.0
cju1cyjb5qtie0993njqne9m3.jpg,28,0.4856770833333333,0.28515625,380,2334,9643,547.0,626.0
cju1cyjb5qtie0993njqne9m3.jpg,29,0.7673177083333332,0.254296875,212,2469,10075,547.0,626.0
cju6xifswvwbo0987nibtdr50.jpg,1,0.482421875,0.4580729166666666,248,2444,7,531.0,618.0
cju6xifswvwbo0987nibtdr50.jpg,2,0.5819010416666667,0.3430989583333333,284,2389,280,531.0,618.0
cju6xifswvwbo0987nibtdr50.jpg,3,0.5341145833333334,0.2845052083333333,262,2100,586,531.0,618.0
cju6xifswvwbo0987nibtdr50.jpg,4,0.7790364583333332,0.469921875,286,2252,902,531.0,618.0
cju6xifswvwbo0987nibtdr50.jpg,5,0.8696614583333333,0.7669270833333334,301,2358,1244,531.0,618.0
cju6xifswvwbo0987nibtdr50.jpg,6,0.79921875,0.8158854166666667,170,2316,1923,531.0,618.0
cju6xifswvwbo0987nibtdr50.jpg,7,0.553125,0.8807291666666667,276,2213,2196,531.0,618.0
cju6xifswvwbo0987nibtdr50.jpg,8,0.3520833333333333,0.5266927083333334,393,2188,2531,531.0,618.0
cju6xifswvwbo0987nibtdr50.jpg,9,0.5453125,0.28984375,448,2305,2961,531.0,618.0
cju6xifswvwbo0987nibtdr50.jpg,10,0.6143229166666666,0.25390625,799,2504,3432,531.0,618.0
cju6xifswvwbo0987nibtdr50.jpg,11,0.7141927083333334,0.3122395833333333,474,2629,4259,531.0,618.0
cju6xifswvwbo0987nibtdr50.jpg,12,0.8407552083333334,0.5962239583333333,268,2577,4788,531.0,618.0
cju6xifswvwbo0987nibtdr50.jpg,13,0.9006510416666668,0.7143229166666667,346,2497,5080,531.0,618.0
cju6xifswvwbo0987nibtdr50.jpg,14,0.6828124999999999,0.8209635416666666,325,2419,5478,531.0,618.0
cju6xifswvwbo0987nibtdr50.jpg,15,0.5317708333333333,0.641015625,200,2256,5843,531.0,618.0
cju6xifswvwbo0987nibtdr50.jpg,16,0.4147135416666667,0.483203125,213,1987,6070,531.0,618.0
cju6xifswvwbo0987nibtdr50.jpg,17,0.5501302083333334,0.3020833333333333,401,2084,6321,531.0,618.0
cju6xifswvwbo0987nibtdr50.jpg,18,0.6203124999999999,0.5803385416666667,442,2314,6767,531.0,618.0
cju6xifswvwbo0987nibtdr50.jpg,19,0.7039062500000001,0.5652343750000001,248,2222,7229,531.0,618.0
cju6xifswvwbo0987nibtdr50.jpg,20,0.5498697916666666,0.5561197916666667,64,2213,7519,531.0,618.0
cju6xifswvwbo0987nibtdr50.jpg,21,0.4723958333333333,0.5140625,130,2286,7620,531.0,618.0
cju6xifswvwbo0987nibtdr50.jpg,22,0.5299479166666666,0.178125,520,2504,7798,531.0,618.0
cju6xifswvwbo0987nibtdr50.jpg,23,0.39921875,0.4611979166666666,254,2546,8362,531.0,618.0
cju6xifswvwbo0987nibtdr50.jpg,24,0.380859375,0.6462239583333333,203,2525,8643,531.0,618.0
cju6xifswvwbo0987nibtdr50.jpg,25,0.7078125000000001,0.8233072916666666,191,2491,8898,531.0,618.0
cju6xifswvwbo0987nibtdr50.jpg,26,0.7932291666666668,0.7751302083333332,164,2456,9120,531.0,618.0
cju6xifswvwbo0987nibtdr50.jpg,27,0.9229166666666666,0.7126302083333332,165,2307,9313,531.0,618.0
cju6xifswvwbo0987nibtdr50.jpg,28,0.883203125,0.4019531249999999,367,2357,9525,531.0,618.0
cju6xifswvwbo0987nibtdr50.jpg,29,0.6045572916666666,0.4486979166666667,364,2511,9942,531.0,618.0
cju6xifswvwbo0987nibtdr50.jpg,30,0.4149739583333333,0.5539062499999999,189,2495,10353,531.0,618.0
cju6xifswvwbo0987nibtdr50.jpg,31,0.5714843749999999,0.5811197916666667,559,2536,10581,531.0,618.0
cju6xifswvwbo0987nibtdr50.jpg,32,0.6496093749999999,0.4397135416666666,590,2517,11167,531.0,618.0
cju1fj6axwfp30835ukhuzhw9.jpg,1,0.4817708333333333,0.5045572916666666,215,2099,7,547.0,576.0
cju1fj6axwfp30835ukhuzhw9.jpg,2,0.6083333333333334,0.3442708333333333,211,2265,251,547.0,576.0
cju1fj6axwfp30835ukhuzhw9.jpg,3,0.5304687499999999,0.2710937499999999,238,1970,489,547.0,576.0
cju1fj6axwfp30835ukhuzhw9.jpg,4,0.6264322916666667,0.1149739583333333,285,1879,762,547.0,576.0
cju1fj6axwfp30835ukhuzhw9.jpg,5,0.8265625,0.1055989583333333,413,2083,1082,547.0,576.0
cju1fj6axwfp30835ukhuzhw9.jpg,6,0.9958333333333332,0.3804687499999999,366,2293,1547,547.0,576.0
cju1fj6axwfp30835ukhuzhw9.jpg,7,0.9365885416666666,0.5459635416666667,574,2328,1944,547.0,576.0
cju1fj6axwfp30835ukhuzhw9.jpg,8,0.6493489583333334,0.4684895833333333,340,2392,2568,547.0,576.0
cju1fj6axwfp30835ukhuzhw9.jpg,9,0.5717447916666667,0.2420572916666666,356,2194,2951,547.0,576.0
cju1fj6axwfp30835ukhuzhw9.jpg,10,0.644921875,0.1354166666666666,451,2181,3328,547.0,576.0
cju1fj6axwfp30835ukhuzhw9.jpg,11,0.779296875,0.0842447916666666,107,2253,3804,547.0,576.0
cju1fj6axwfp30835ukhuzhw9.jpg,12,0.7993489583333333,0.1171875,322,2324,4103,547.0,576.0
cju1fj6axwfp30835ukhuzhw9.jpg,13,0.960546875,0.3677083333333333,399,2401,4471,547.0,576.0
cju1fj6axwfp30835ukhuzhw9.jpg,14,0.9684895833333332,0.5645833333333333,451,2320,4902,547.0,576.0
cju1fj6axwfp30835ukhuzhw9.jpg,15,0.8190104166666666,0.6173177083333333,270,2315,5380,547.0,576.0
cju1fj6axwfp30835ukhuzhw9.jpg,16,0.6287760416666667,0.4151041666666666,281,2376,5700,547.0,576.0
cju1fj6axwfp30835ukhuzhw9.jpg,17,0.5279947916666666,0.2725260416666666,225,2297,6013,547.0,576.0
cju1fj6axwfp30835ukhuzhw9.jpg,18,0.6572916666666666,0.1453124999999999,402,2295,6267,547.0,576.0
cju1fj6axwfp30835ukhuzhw9.jpg,19,0.699609375,0.1885416666666667,382,2397,6686,547.0,576.0
cju1fj6axwfp30835ukhuzhw9.jpg,20,0.8283854166666668,0.2489583333333333,652,2408,7095,547.0,576.0
cju1fj6axwfp30835ukhuzhw9.jpg,21,0.7545572916666666,0.3580729166666667,211,2509,7771,547.0,576.0
cju1fj6axwfp30835ukhuzhw9.jpg,22,0.621484375,0.476953125,146,2526,8028,547.0,576.0
cju1fj6axwfp30835ukhuzhw9.jpg,24,0.8962239583333332,0.641015625,241,2405,8282,547.0,576.0
cju1fj6axwfp30835ukhuzhw9.jpg,25,0.6299479166666666,0.4509114583333333,136,2498,8582,547.0,576.0
cju1fj6axwfp30835ukhuzhw9.jpg,26,0.5167968749999999,0.2243489583333333,252,2562,8742,547.0,576.0
cju1fj6axwfp30835ukhuzhw9.jpg,27,0.6169270833333332,0.141796875,327,2530,9021,547.0,576.0
cju1fj6axwfp30835ukhuzhw9.jpg,28,0.7298177083333334,0.3641927083333333,55,2523,9383,547.0,576.0
cju5v8pgplg6k0755rvi2t63h.jpg,1,0.45546875,0.4578125,265,2431,7,530.0,570.0
cju5v8pgplg6k0755rvi2t63h.jpg,2,0.5294270833333333,0.470703125,425,2350,291,530.0,570.0
cju5v8pgplg6k0755rvi2t63h.jpg,3,0.4252604166666667,0.5537760416666667,288,2246,743,530.0,570.0
cju5v8pgplg6k0755rvi2t63h.jpg,4,0.6101562500000001,0.6066406249999999,369,2417,1062,530.0,570.0
cju5v8pgplg6k0755rvi2t63h.jpg,5,0.6427083333333333,0.5544270833333333,385,2571,1441,530.0,570.0
cju5v8pgplg6k0755rvi2t63h.jpg,6,0.51953125,0.4354166666666666,552,2488,1861,530.0,570.0
cju5v8pgplg6k0755rvi2t63h.jpg,7,0.424609375,0.4614583333333333,254,2473,2437,530.0,570.0
cju5v8pgplg6k0755rvi2t63h.jpg,8,0.4147135416666667,0.5809895833333333,392,2517,2713,530.0,570.0
cju5v8pgplg6k0755rvi2t63h.jpg,9,0.5880208333333333,0.61484375,554,2531,3133,530.0,570.0
cju5v8pgplg6k0755rvi2t63h.jpg,10,0.641015625,0.5404947916666667,332,2557,3707,530.0,570.0
cju5v8pgplg6k0755rvi2t63h.jpg,11,0.515625,0.4282552083333333,634,2503,4065,530.0,570.0
cju5v8pgplg6k0755rvi2t63h.jpg,12,0.440234375,0.5384114583333334,225,2431,4723,530.0,570.0
cju5v8pgplg6k0755rvi2t63h.jpg,13,0.5760416666666667,0.629296875,329,2485,4977,530.0,570.0
cju5v8pgplg6k0755rvi2t63h.jpg,14,0.6651041666666666,0.6174479166666667,254,2571,5333,530.0,570.0
cju5v8pgplg6k0755rvi2t63h.jpg,15,0.5828125000000001,0.4872395833333333,291,2540,5614,530.0,570.0
cju5v8pgplg6k0755rvi2t63h.jpg,16,0.4661458333333333,0.4643229166666667,484,2522,5932,530.0,570.0
cju5v8pgplg6k0755rvi2t63h.jpg,17,0.6046874999999999,0.5091145833333334,175,2592,6446,530.0,570.0
cju7flevb2wii08188otgs9p2.jpg,1,0.490625,0.4888020833333333,251,2262,7,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,2,0.3123697916666666,0.2462239583333333,186,2271,303,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,3,0.2369791666666666,0.1139322916666666,402,1811,518,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,4,0.4520833333333333,0.1252604166666666,493,2033,959,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,5,0.1735677083333333,0.14453125,171,2270,1497,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,6,0.0359374999999999,0.4563802083333333,354,2357,1717,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,7,0.1511718749999999,0.6024739583333333,380,2500,2100,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,8,0.2981770833333333,0.81015625,285,2508,2520,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,9,0.6497395833333334,0.8253906249999999,368,2557,2863,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,10,0.8302083333333333,0.7220052083333334,343,2462,3273,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,11,0.81875,0.5106770833333333,401,2455,3644,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,12,0.8644531249999999,0.35234375,251,2438,4071,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,13,0.7154947916666666,0.1670572916666667,349,2545,4358,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,14,0.4664062499999999,0.0529947916666666,558,2724,4755,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,15,0.1768229166666667,0.2048177083333333,338,2625,5359,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,16,0.0552083333333333,0.3470052083333333,305,2488,5734,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,17,0.10078125,0.646484375,292,2389,6086,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,18,0.2545572916666667,0.8416666666666667,232,2342,6414,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,19,0.6490885416666666,0.8996093749999999,310,2378,6699,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,20,0.7484375,0.8673177083333333,308,2372,7036,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,21,0.8544270833333334,0.723046875,816,2339,7379,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,22,0.3046875,0.560546875,409,2461,8257,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,23,0.1536458333333333,0.4920572916666666,233,2011,8697,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,24,0.4893229166666666,0.3294270833333333,353,1822,8989,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,25,0.4674479166666667,0.2217447916666667,309,1792,9367,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,26,0.3145833333333334,0.3536458333333334,136,1931,9714,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,27,0.2143229166666667,0.2653645833333333,505,2062,9879,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,28,0.2337239583333333,0.7472656249999999,385,2170,10449,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,29,0.4328125,0.8067708333333333,343,2180,10874,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,30,0.6852864583333332,0.926171875,263,2184,11254,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,31,0.8169270833333333,0.867578125,200,2233,11554,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,32,0.8567708333333334,0.6739583333333333,275,2301,11782,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,33,0.5597656249999999,0.569921875,310,2328,12096,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,34,0.1095052083333333,0.7201822916666667,304,2067,12484,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,35,0.769921875,0.4046875,288,2424,12877,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,36,0.578515625,0.2673177083333333,248,2511,13213,528.0,600.0
cju7flevb2wii08188otgs9p2.jpg,37,0.3850260416666666,0.4412760416666666,175,2439,13508,528.0,600.0
cju1haab178i70799tk9z8y8x.jpg,1,0.4850260416666667,0.4631510416666666,215,2560,7,531.0,525.0
cju1haab178i70799tk9z8y8x.jpg,2,0.5554687500000001,0.5546875,432,2464,245,531.0,525.0
cju1haab178i70799tk9z8y8x.jpg,3,0.4131510416666666,0.7079427083333334,343,2248,711,531.0,525.0
cju1haab178i70799tk9z8y8x.jpg,4,0.4118489583333333,0.7930989583333333,256,2204,1070,531.0,525.0
cju1haab178i70799tk9z8y8x.jpg,5,0.6432291666666666,0.8299479166666667,358,2307,1362,531.0,525.0
cju1haab178i70799tk9z8y8x.jpg,6,0.720703125,0.6658854166666667,419,2406,1751,531.0,525.0
cju1haab178i70799tk9z8y8x.jpg,7,0.6880208333333333,0.5352864583333333,363,2493,2187,531.0,525.0
cju1haab178i70799tk9z8y8x.jpg,8,0.519921875,0.5178385416666667,99,2432,2586,531.0,525.0
cju1haab178i70799tk9z8y8x.jpg,9,0.5484375,0.586328125,112,2347,2944,531.0,525.0
cju1haab178i70799tk9z8y8x.jpg,10,0.3950520833333333,0.7009114583333332,242,2470,3097,531.0,525.0
cju1haab178i70799tk9z8y8x.jpg,11,0.3442708333333333,0.7575520833333332,371,2486,3359,531.0,525.0
cju1haab178i70799tk9z8y8x.jpg,12,0.4955729166666667,0.857421875,375,2304,3766,531.0,525.0
cju1haab178i70799tk9z8y8x.jpg,13,0.6912760416666667,0.7399739583333332,691,2273,4177,531.0,525.0
cju1haab178i70799tk9z8y8x.jpg,14,0.6769531249999999,0.5377604166666666,339,2404,4883,531.0,525.0
cju1haab178i70799tk9z8y8x.jpg,15,0.5356770833333333,0.5815104166666667,216,2398,5249,531.0,525.0
cju1haab178i70799tk9z8y8x.jpg,16,0.33828125,0.726171875,301,2478,5506,531.0,525.0
cju1haab178i70799tk9z8y8x.jpg,17,0.6326822916666667,0.6158854166666666,460,2525,5853,531.0,525.0
cju430pm2lz0y0755jkhcc3d1.jpg,1,0.47109375,0.4677083333333333,242,2431,7,547.0,626.0
cju430pm2lz0y0755jkhcc3d1.jpg,2,0.6977864583333333,0.336328125,181,2502,320,547.0,626.0
cju430pm2lz0y0755jkhcc3d1.jpg,3,0.7143229166666667,0.1666666666666666,210,2270,536,547.0,626.0
cju430pm2lz0y0755jkhcc3d1.jpg,4,0.6557291666666667,0.1122395833333333,502,2234,765,547.0,626.0
cju430pm2lz0y0755jkhcc3d1.jpg,5,0.7962239583333334,0.2520833333333333,619,2446,1307,547.0,626.0
cju430pm2lz0y0755jkhcc3d1.jpg,6,0.8450520833333334,0.334765625,266,2253,1939,547.0,626.0
cju430pm2lz0y0755jkhcc3d1.jpg,7,0.8645833333333334,0.4234374999999999,446,2362,2227,547.0,626.0
cju430pm2lz0y0755jkhcc3d1.jpg,8,0.93671875,0.4553385416666666,292,2250,2688,547.0,626.0
cju430pm2lz0y0755jkhcc3d1.jpg,9,0.975390625,0.5611979166666666,356,2241,3003,547.0,626.0
cju430pm2lz0y0755jkhcc3d1.jpg,10,0.8227864583333333,0.6920572916666666,358,2338,3387,547.0,626.0
cju430pm2lz0y0755jkhcc3d1.jpg,11,0.7100260416666666,0.7764322916666666,399,2170,3770,547.0,626.0
cju430pm2lz0y0755jkhcc3d1.jpg,12,0.7045572916666667,0.5751302083333333,403,2159,4192,547.0,626.0
cju430pm2lz0y0755jkhcc3d1.jpg,13,0.7322916666666667,0.4572916666666666,298,2020,4621,547.0,626.0
cju430pm2lz0y0755jkhcc3d1.jpg,14,0.7722656250000001,0.2751302083333333,201,2060,4943,547.0,626.0
cju430pm2lz0y0755jkhcc3d1.jpg,15,0.6536458333333334,0.104296875,833,2400,5173,547.0,626.0
cju430pm2lz0y0755jkhcc3d1.jpg,16,0.8329427083333334,0.4251302083333333,521,2543,6068,547.0,626.0
cju430pm2lz0y0755jkhcc3d1.jpg,17,0.882421875,0.577734375,449,2365,6613,547.0,626.0
cju430pm2lz0y0755jkhcc3d1.jpg,18,0.9356770833333332,0.6197916666666666,212,2051,7075,547.0,626.0
cju430pm2lz0y0755jkhcc3d1.jpg,19,0.7049479166666667,0.6897135416666668,452,2015,7331,547.0,626.0
cju430pm2lz0y0755jkhcc3d1.jpg,20,0.4509114583333333,0.86484375,588,1981,7835,547.0,626.0
cju430pm2lz0y0755jkhcc3d1.jpg,21,0.5350260416666667,0.9427083333333334,396,1950,8445,547.0,626.0
cju430pm2lz0y0755jkhcc3d1.jpg,22,0.25859375,0.920703125,187,2024,8885,547.0,626.0
cju430pm2lz0y0755jkhcc3d1.jpg,23,0.198046875,0.6199218750000001,699,2130,9098,547.0,626.0
cju430pm2lz0y0755jkhcc3d1.jpg,24,0.1161458333333333,0.6447916666666667,477,2176,9830,547.0,626.0
cju430pm2lz0y0755jkhcc3d1.jpg,25,0.1747395833333333,0.7783854166666666,262,2251,10404,547.0,626.0
cju430pm2lz0y0755jkhcc3d1.jpg,26,0.3897135416666666,0.8289062500000001,298,2294,10709,547.0,626.0
cju430pm2lz0y0755jkhcc3d1.jpg,27,0.5140625,0.930859375,401,2031,11034,547.0,626.0
cju430pm2lz0y0755jkhcc3d1.jpg,28,0.2510416666666666,0.8914062500000001,149,1997,11470,547.0,626.0
cju430pm2lz0y0755jkhcc3d1.jpg,29,0.16640625,0.6623697916666667,445,1955,11686,547.0,626.0
cju430pm2lz0y0755jkhcc3d1.jpg,30,0.6416666666666666,0.4821614583333333,143,2271,12193,547.0,626.0
