images,RECORDING_SESSION_LABEL,CURRENT_FIX_INDEX,CURRENT_FIX_X,CURRENT_FIX_Y,CURRENT_FIX_DURATION,CURRENT_FIX_PUPIL,CURRENT_FIX_START
Prostate3T-01-0027_14.jpg,ch_exp4,20,0.6056979166666668,0.4353385416666667,300,3079,7118
Prostate3T-01-0027_14.jpg,ch_exp4,21,0.49137499999999995,0.4077343750000001,576,3058,7445
Prostate3T-01-0027_14.jpg,ch_exp4,22,0.4161145833333334,0.4203645833333334,287,3067,8043
Prostate3T-01-0027_14.jpg,ch_exp4,23,0.4017916666666667,0.4751822916666667,307,3088,8347
Prostate3T-01-0027_14.jpg,ch_exp4,24,0.4770520833333333,0.5389843750000001,512,3168,8680
Prostate3T-01-0027_14.jpg,ch_exp4,26,0.5244479166666667,0.4663281250000001,421,3344,9506
Prostate3T-01-0027_14.jpg,ch_exp4,27,0.4945,0.5383333333333333,72,3247,9976
Prostate3T-01-0027_14.jpg,ch_exp4,28,0.5197604166666668,0.5869010416666668,117,3239,10068
Prostate3T-01-0027_14.jpg,ch_exp4,29,0.5193697916666667,0.5561718750000001,205,3298,10196
Prostate3T-01-0027_14.jpg,ch_exp4,30,0.5732760416666667,0.4945833333333334,194,3316,10431
Prostate3T-01-0027_14.jpg,ch_exp4,31,0.553875,0.4316927083333334,196,3286,10645
Prostate3T-01-0027_14.jpg,ch_exp4,32,0.4442395833333333,0.440546875,330,3268,10867
Prostate3T-01-0027_14.jpg,ch_exp4,33,0.41246875,0.52375,286,3254,11219
Prostate3T-01-0027_14.jpg,ch_exp4,34,0.5730156250000001,0.5641145833333334,604,3341,11532
Prostate3T-01-0027_14.jpg,ch_exp4,35,0.5679375000000001,0.50421875,573,3442,12151
Prostate3T-01-0027_14.jpg,ch_exp4,36,0.5435885416666667,0.5040885416666667,129,3490,12734
ProstateDx-01-0005_8.jpg,ch_exp4,1,0.5180416666666666,0.5273906249999999,528,2192,7
ProstateDx-01-0005_8.jpg,ch_exp4,2,0.4625729166666666,0.5225729166666667,138,2212,551
ProstateDx-01-0005_8.jpg,ch_exp4,3,0.4918697916666668,0.48702604166666663,293,2657,889
ProstateDx-01-0005_8.jpg,ch_exp4,4,0.5496822916666667,0.51215625,401,2736,1202
ProstateDx-01-0005_8.jpg,ch_exp4,5,0.5805416666666666,0.48780729166666664,349,2806,1619
ProstateDx-01-0005_8.jpg,ch_exp4,6,0.595515625,0.5083802083333334,251,2846,1978
ProstateDx-01-0005_8.jpg,ch_exp4,7,0.5841875000000001,0.44327604166666673,331,2957,2246
ProstateDx-01-0005_8.jpg,ch_exp4,8,0.5399166666666667,0.4776510416666667,323,3016,2593
ProstateDx-01-0005_8.jpg,ch_exp4,9,0.436140625,0.45968229166666663,285,3036,2942
ProstateDx-01-0005_8.jpg,ch_exp4,10,0.4169999999999999,0.4771302083333334,468,3017,3237
ProstateDx-01-0005_8.jpg,ch_exp4,11,0.4442135416666667,0.5293437499999999,337,3004,3720
ProstateDx-01-0005_8.jpg,ch_exp4,12,0.5314531250000001,0.5354635416666667,297,3049,4078
ProstateDx-01-0005_8.jpg,ch_exp4,13,0.5900468750000001,0.5296041666666667,293,3117,4395
ProstateDx-01-0005_8.jpg,ch_exp4,14,0.6262447916666667,0.502390625,284,3167,4704
ProstateDx-01-0005_8.jpg,ch_exp4,15,0.583015625,0.4380677083333334,399,3215,5009
ProstateDx-01-0005_8.jpg,ch_exp4,16,0.5211666666666668,0.43598437500000004,369,3166,5430
ProstateDx-01-0005_8.jpg,ch_exp4,17,0.4370520833333334,0.42778124999999995,294,3153,5823
ProstateDx-01-0005_8.jpg,ch_exp4,18,0.4067135416666666,0.42999479166666665,290,3158,6129
ProstateDx-01-0005_8.jpg,ch_exp4,19,0.39278125,0.55278125,339,3159,6452
ProstateDx-01-0005_8.jpg,ch_exp4,20,0.5749427083333334,0.5413229166666667,156,3230,6824
ProstateDx-01-0005_8.jpg,ch_exp4,21,0.6172604166666666,0.527,308,3261,7001
ProstateDx-01-0005_8.jpg,ch_exp4,22,0.6305416666666668,0.521921875,210,3305,7321
ProstateDx-01-0005_8.jpg,ch_exp4,23,0.6444739583333333,0.43533333333333335,296,3404,7550
ProstateDx-01-0005_8.jpg,ch_exp4,24,0.5824947916666666,0.43351041666666673,272,3377,7862
ProstateDx-01-0005_8.jpg,ch_exp4,25,0.4491614583333333,0.42257291666666663,234,3293,8160
ProstateDx-01-0005_8.jpg,ch_exp4,26,0.393953125,0.43142708333333335,249,3269,8413
ProstateDx-01-0005_8.jpg,ch_exp4,27,0.361140625,0.49731250000000005,248,3266,8682
ProstateDx-01-0005_8.jpg,ch_exp4,28,0.5116614583333333,0.482078125,62,3320,8957
ProstateDx-01-0005_8.jpg,ch_exp4,29,0.5117916666666666,0.45017708333333334,198,3480,9238
ProstateDx-01-0005_8.jpg,ch_exp4,30,0.5186927083333333,0.4865052083333333,443,3421,9450
ProstateDx-01-0005_8.jpg,ch_exp4,31,0.5444739583333333,0.4650208333333333,607,3518,10170
ProstateDx-01-0038_11.jpg,ch_exp4,1,0.4965000000000001,0.5572135416666666,754,2269,7
ProstateDx-01-0038_11.jpg,ch_exp4,2,0.5079583333333334,0.5324739583333333,232,2560,772
ProstateDx-01-0038_11.jpg,ch_exp4,3,0.5372552083333334,0.5008333333333334,390,2781,1020
ProstateDx-01-0038_11.jpg,ch_exp4,4,0.5049635416666668,0.4785677083333333,198,2911,1422
ProstateDx-01-0038_11.jpg,ch_exp4,5,0.49285416666666665,0.4509635416666666,620,2991,1631
ProstateDx-01-0038_11.jpg,ch_exp4,6,0.46030208333333333,0.4796093749999999,729,3111,2266
ProstateDx-01-0038_11.jpg,ch_exp4,7,0.5332187500000001,0.5027864583333334,212,3198,3020
ProstateDx-01-0038_11.jpg,ch_exp4,8,0.5560052083333333,0.47505208333333326,190,3228,3248
ProstateDx-01-0038_11.jpg,ch_exp4,9,0.5284010416666668,0.4188020833333333,405,3284,3456
ProstateDx-01-0038_11.jpg,ch_exp4,10,0.5478020833333335,0.43429687499999997,283,3352,3872
ProstateDx-01-0038_11.jpg,ch_exp4,11,0.5626458333333334,0.4919791666666666,391,3391,4173
ProstateDx-01-0038_11.jpg,ch_exp4,12,0.520328125,0.41281249999999997,226,3438,4586
ProstateDx-01-0038_11.jpg,ch_exp4,13,0.47228125000000004,0.4302604166666666,210,3416,4827
ProstateDx-01-0038_11.jpg,ch_exp4,14,0.425796875,0.4724479166666666,522,3395,5058
ProstateDx-01-0038_11.jpg,ch_exp4,15,0.5557447916666668,0.513203125,319,3470,5609
ProstateDx-01-0038_11.jpg,ch_exp4,16,0.5804843750000002,0.5275260416666667,209,3495,5944
ProstateDx-01-0038_11.jpg,ch_exp4,17,0.5075677083333334,0.5505729166666666,196,3466,6171
ProstateDx-01-0038_11.jpg,ch_exp4,18,0.594546875,0.5029166666666667,253,3509,6391
ProstateDx-01-0038_11.jpg,ch_exp4,19,0.5803541666666667,0.4559114583333333,347,3564,6664
ProstateDx-01-0038_11.jpg,ch_exp4,20,0.4862135416666668,0.40226562499999996,229,3604,7035
ProstateDx-01-0038_11.jpg,ch_exp4,21,0.45470312500000004,0.37596354166666657,277,3672,7461
ProstateDx-01-0038_11.jpg,ch_exp4,22,0.39910416666666665,0.4953645833333333,405,3524,7772
ProstateDx-01-0038_11.jpg,ch_exp4,23,0.38829687500000004,0.54640625,361,3481,8191
ProstateDx-01-0038_11.jpg,ch_exp4,24,0.4819166666666667,0.584296875,257,3519,8574
ProstateDx-01-0038_11.jpg,ch_exp4,25,0.5682447916666669,0.5595572916666667,392,3591,8854
ProstateDx-01-0038_11.jpg,ch_exp4,26,0.610171875,0.5310416666666666,206,3641,9266
ProstateDx-01-0038_11.jpg,ch_exp4,27,0.6487135416666667,0.4634635416666666,383,3660,9494
ProstateDx-01-0038_11.jpg,ch_exp4,28,0.6329583333333334,0.43703125,339,3669,9893
ProstateDx-01-0038_11.jpg,ch_exp4,29,0.5696770833333333,0.42544270833333336,210,3636,10250
ProstateDx-01-0038_11.jpg,ch_exp4,30,0.5237135416666667,0.46476562499999996,784,3651,10477
ProstateDx-01-0038_11.jpg,ch_exp4,31,0.5596510416666668,0.46333333333333326,415,3721,11278
ProstateDx-01-0038_11.jpg,ch_exp4,32,0.5448072916666669,0.5051302083333333,275,3732,11707
ProstateDx-01-0038_11.jpg,ch_exp4,33,0.5690260416666667,0.5290885416666666,254,3755,12005
ProstateDx-01-0038_11.jpg,ch_exp4,34,0.590640625,0.5138541666666667,306,3781,12270
ProstateDx-01-0038_11.jpg,ch_exp4,35,0.46889583333333335,0.4561718749999999,255,3770,12601
ProstateDx-01-0038_11.jpg,ch_exp4,36,0.5069166666666668,0.4497916666666666,50,3819,13111
Prostate3T-01-0013_11.jpg,ch_exp4,1,0.49985416666666665,0.5838489583333334,270,2052,7
Prostate3T-01-0013_11.jpg,ch_exp4,2,0.4809739583333334,0.5990833333333333,583,2228,289
Prostate3T-01-0013_11.jpg,ch_exp4,3,0.4446458333333334,0.6031197916666666,125,2505,885
Prostate3T-01-0013_11.jpg,ch_exp4,4,0.40402083333333333,0.5501249999999999,245,2920,1200
Prostate3T-01-0013_11.jpg,ch_exp4,5,0.43045312499999994,0.5671822916666666,176,3005,1456
Prostate3T-01-0013_11.jpg,ch_exp4,6,0.471859375,0.5748645833333332,215,3034,1647
Prostate3T-01-0013_11.jpg,ch_exp4,7,0.5521979166666667,0.5403593749999999,344,3165,1884
Prostate3T-01-0013_11.jpg,ch_exp4,8,0.528109375,0.5344999999999999,475,3165,2237
Prostate3T-01-0013_11.jpg,ch_exp4,9,0.4893072916666667,0.522,298,3185,2722
Prostate3T-01-0013_11.jpg,ch_exp4,10,0.43084375,0.5062447916666667,248,3185,3037
Prostate3T-01-0013_11.jpg,ch_exp4,11,0.38162499999999994,0.5286406249999999,192,3222,3305
Prostate3T-01-0013_11.jpg,ch_exp4,12,0.35180729166666663,0.5705677083333333,448,3217,3514
Prostate3T-01-0013_11.jpg,ch_exp4,13,0.38396875,0.5873645833333333,373,3220,3972
Prostate3T-01-0013_11.jpg,ch_exp4,14,0.44178125,0.5923125,274,3289,4362
Prostate3T-01-0013_11.jpg,ch_exp4,15,0.53475,0.5829375,654,3307,4658
Prostate3T-01-0013_11.jpg,ch_exp4,16,0.569515625,0.5735624999999999,216,3403,5325
Prostate3T-01-0013_11.jpg,ch_exp4,17,0.5747239583333333,0.5253854166666666,397,3437,5555
Prostate3T-01-0013_11.jpg,ch_exp4,18,0.508578125,0.49439583333333326,368,3483,5971
Prostate3T-01-0013_11.jpg,ch_exp4,19,0.47485416666666663,0.47916145833333323,326,3585,6352
Prostate3T-01-0013_11.jpg,ch_exp4,20,0.3880052083333334,0.5339791666666666,383,3482,6702
Prostate3T-01-0013_11.jpg,ch_exp4,21,0.35128645833333333,0.5785104166666667,221,3471,7102
Prostate3T-01-0013_11.jpg,ch_exp4,22,0.3943854166666667,0.6506458333333333,172,3486,7347
Prostate3T-01-0013_11.jpg,ch_exp4,23,0.4146979166666667,0.6084583333333333,502,3522,7535
Prostate3T-01-0013_11.jpg,ch_exp4,24,0.5213385416666666,0.6311145833333333,268,3521,8063
Prostate3T-01-0013_11.jpg,ch_exp4,25,0.5982916666666667,0.6311145833333333,340,3618,8352
Prostate3T-01-0013_11.jpg,ch_exp4,26,0.6370937499999999,0.6201770833333333,235,3650,8707
Prostate3T-01-0013_11.jpg,ch_exp4,27,0.6283697916666667,0.5242135416666666,383,3633,8964
Prostate3T-01-0013_11.jpg,ch_exp4,28,0.5415208333333333,0.4253854166666666,299,3665,9373
Prostate3T-01-0013_11.jpg,ch_exp4,29,0.48904687500000005,0.4234322916666666,77,3658,9688
Prostate3T-01-0013_11.jpg,ch_exp4,30,0.4373541666666667,0.44856249999999986,130,3603,10094
Prostate3T-01-0013_11.jpg,ch_exp4,31,0.3739427083333333,0.473171875,155,3493,10242
Prostate3T-01-0013_11.jpg,ch_exp4,32,0.33448958333333334,0.5595,300,3491,10419
Prostate3T-01-0013_11.jpg,ch_exp4,33,0.35154687500000004,0.680984375,213,3479,10743
Prostate3T-01-0013_11.jpg,ch_exp4,34,0.39490625,0.6679635416666666,317,3492,10972
Prostate3T-01-0013_11.jpg,ch_exp4,35,0.49633854166666663,0.6828072916666666,288,3637,11310
Prostate3T-01-0013_11.jpg,ch_exp4,36,0.5553229166666667,0.6713489583333333,237,3702,11618
Prostate3T-01-0013_11.jpg,ch_exp4,37,0.4868333333333334,0.5320260416666666,326,3719,11881
Prostate3T-01-0013_11.jpg,ch_exp4,38,0.47732812500000005,0.5490833333333333,155,3657,12215
Prostate3T-01-0013_11.jpg,ch_exp4,39,0.5553229166666667,0.5483020833333333,392,3740,12392
Prostate3T-01-0013_11.jpg,ch_exp4,40,0.5848802083333332,0.5221302083333332,338,3800,12797
Prostate3T-01-0013_11.jpg,ch_exp4,41,0.5062343749999999,0.504421875,260,3788,13154
Prostate3T-01-0013_11.jpg,ch_exp4,42,0.3963385416666667,0.563015625,269,3709,13441
Prostate3T-01-0013_11.jpg,ch_exp4,43,0.44529687500000004,0.5643177083333334,148,3767,13729
Prostate3T-01-0007_15.jpg,ch_exp4,1,0.5018229166666667,0.5617656249999999,1001,2163,7
Prostate3T-01-0007_15.jpg,ch_exp4,2,0.530859375,0.5566875,496,2675,1020
Prostate3T-01-0007_15.jpg,ch_exp4,3,0.54453125,0.5333802083333332,655,2847,1526
Prostate3T-01-0007_15.jpg,ch_exp4,4,0.5148437499999999,0.5602031249999999,370,2936,2191
Prostate3T-01-0007_15.jpg,ch_exp4,5,0.519140625,0.5243958333333334,366,3004,2576
Prostate3T-01-0007_15.jpg,ch_exp4,6,0.517578125,0.5010885416666666,506,3059,2951
Prostate3T-01-0007_15.jpg,ch_exp4,7,0.5345052083333334,0.5113749999999999,405,3140,3466
Prostate3T-01-0007_15.jpg,ch_exp4,8,0.550390625,0.5081197916666667,214,3226,3880
Prostate3T-01-0007_15.jpg,ch_exp4,9,0.5229166666666667,0.47804166666666664,285,3261,4108
Prostate3T-01-0007_15.jpg,ch_exp4,10,0.4736979166666666,0.5033020833333333,591,3211,4411
Prostate3T-01-0007_15.jpg,ch_exp4,11,0.48177083333333337,0.5353333333333332,372,3165,5011
Prostate3T-01-0007_15.jpg,ch_exp4,12,0.49375,0.5642395833333332,361,3165,5391
Prostate3T-01-0007_15.jpg,ch_exp4,13,0.553125,0.5372864583333332,550,3215,5772
Prostate3T-01-0007_15.jpg,ch_exp4,14,0.5682291666666667,0.49392708333333324,700,3255,6334
Prostate3T-01-0007_15.jpg,ch_exp4,15,0.5647135416666668,0.44952604166666665,176,3133,7285
Prostate3T-01-0007_15.jpg,ch_exp4,16,0.4692708333333333,0.46827604166666664,556,3086,7482
Prostate3T-01-0007_15.jpg,ch_exp4,17,0.4333333333333333,0.5443177083333333,280,3027,8058
Prostate3T-01-0007_15.jpg,ch_exp4,18,0.4595052083333333,0.5723125,202,3076,8351
Prostate3T-01-0007_15.jpg,ch_exp4,19,0.47916666666666663,0.577,313,3203,8563
Prostate3T-01-0007_15.jpg,ch_exp4,20,0.4794270833333334,0.5542135416666667,461,3287,8885
Prostate3T-01-0007_15.jpg,ch_exp4,21,0.5222656250000001,0.5645,585,3282,9363
Prostate3T-01-0007_15.jpg,ch_exp4,22,0.5686197916666668,0.5513489583333333,373,3345,9964
Prostate3T-01-0007_15.jpg,ch_exp4,23,0.5988281249999999,0.5387187499999999,435,3328,10349
Prostate3T-01-0007_15.jpg,ch_exp4,24,0.6016927083333333,0.48923958333333334,482,3336,10799
Prostate3T-01-0007_15.jpg,ch_exp4,25,0.5697916666666667,0.46228645833333326,684,3207,11293
Prostate3T-01-0007_15.jpg,ch_exp4,26,0.4678385416666666,0.48181770833333326,275,3087,12000
Prostate3T-01-0007_15.jpg,ch_exp4,27,0.4348958333333333,0.504734375,256,3117,12290
Prostate3T-01-0007_15.jpg,ch_exp4,28,0.5084635416666666,0.517625,287,3222,12565
Prostate3T-01-0007_15.jpg,ch_exp4,29,0.5592447916666666,0.5289531249999999,275,3292,12871
Prostate3T-01-0007_15.jpg,ch_exp4,30,0.5584635416666667,0.49614062499999995,74,3293,13155
Prostate3T-01-0007_15.jpg,ch_exp4,31,0.5466145833333332,0.47595833333333326,313,3386,13435
Prostate3T-01-0007_15.jpg,ch_exp4,32,0.5803385416666668,0.51059375,403,3343,13762
Prostate3T-01-0007_15.jpg,ch_exp4,33,0.5444010416666667,0.5133281249999999,201,3278,14177
Prostate3T-01-0007_15.jpg,ch_exp4,34,0.48372395833333337,0.535984375,155,3235,14399
Prostate3T-01-0007_15.jpg,ch_exp4,35,0.4359375,0.5361145833333334,322,3289,14572
Prostate3T-01-0007_15.jpg,ch_exp4,36,0.56796875,0.5065572916666665,458,3418,14922
Prostate3T-01-0007_15.jpg,ch_exp4,37,0.533203125,0.5061666666666667,169,3350,15393
ProstateDx-01-0044_8.jpg,ch_exp4,1,0.4952739583333334,0.4787187500000001,263,2553,7
ProstateDx-01-0044_8.jpg,ch_exp4,2,0.4472270833333334,0.3748125,239,2319,299
ProstateDx-01-0044_8.jpg,ch_exp4,3,0.4336854166666666,0.3444739583333334,456,2413,548
ProstateDx-01-0044_8.jpg,ch_exp4,4,0.3983989583333334,0.31752083333333336,295,2674,1017
ProstateDx-01-0044_8.jpg,ch_exp4,5,0.4369406249999999,0.3310625000000001,200,2834,1332
ProstateDx-01-0044_8.jpg,ch_exp4,6,0.4551697916666666,0.3009843750000001,251,2953,1545
ProstateDx-01-0044_8.jpg,ch_exp4,7,0.4202739583333333,0.26895312500000007,304,3005,1812
ProstateDx-01-0044_8.jpg,ch_exp4,8,0.4062114583333334,0.31778125000000007,285,3003,2132
ProstateDx-01-0044_8.jpg,ch_exp4,9,0.4573833333333333,0.33509895833333336,198,3018,2436
ProstateDx-01-0044_8.jpg,ch_exp4,10,0.5092062500000001,0.3227291666666667,230,3051,2656
ProstateDx-01-0044_8.jpg,ch_exp4,11,0.4816020833333334,0.2671302083333334,318,3027,2904
ProstateDx-01-0044_8.jpg,ch_exp4,12,0.4474875,0.2616614583333334,195,3005,3235
ProstateDx-01-0044_8.jpg,ch_exp4,13,0.3651958333333334,0.29851041666666667,371,3015,3453
ProstateDx-01-0044_8.jpg,ch_exp4,14,0.3606385416666667,0.3274166666666667,262,3087,3839
ProstateDx-01-0044_8.jpg,ch_exp4,15,0.3852479166666667,0.34434375000000006,247,3139,4118
ProstateDx-01-0044_8.jpg,ch_exp4,16,0.4145447916666667,0.33314583333333336,290,3203,4383
ProstateDx-01-0044_8.jpg,ch_exp4,17,0.461159375,0.3500729166666667,379,3237,4692
ProstateDx-01-0044_8.jpg,ch_exp4,18,0.4974875,0.35658333333333336,320,3265,5088
ProstateDx-01-0044_8.jpg,ch_exp4,19,0.535378125,0.3640052083333334,403,3281,5426
ProstateDx-01-0044_8.jpg,ch_exp4,20,0.5144145833333335,0.3207760416666667,97,3288,5846
ProstateDx-01-0044_8.jpg,ch_exp4,21,0.5257427083333334,0.2878333333333334,242,3351,6144
ProstateDx-01-0044_8.jpg,ch_exp4,22,0.5312114583333334,0.2814531250000001,539,3320,6397
ProstateDx-01-0044_8.jpg,ch_exp4,23,0.3858989583333333,0.33171354166666667,304,3306,6966
ProstateDx-01-0044_8.jpg,ch_exp4,24,0.3629822916666666,0.34486458333333336,233,3319,7286
ProstateDx-01-0044_8.jpg,ch_exp4,25,0.43576875,0.2814531250000001,469,3419,7543
ProstateDx-01-0001_16.jpg,ch_exp4,1,0.4662197916666666,0.5609031250000001,983,2187,7
ProstateDx-01-0001_16.jpg,ch_exp4,2,0.486271875,0.5524395833333333,232,2625,1005
ProstateDx-01-0001_16.jpg,ch_exp4,3,0.5171312499999999,0.4981427083333333,298,2838,1255
ProstateDx-01-0001_16.jpg,ch_exp4,4,0.47819895833333337,0.47379375,351,2959,1566
ProstateDx-01-0001_16.jpg,ch_exp4,5,0.4140062499999999,0.5167625,479,3001,1940
ProstateDx-01-0001_16.jpg,ch_exp4,6,0.440959375,0.5243145833333334,332,3040,2432
ProstateDx-01-0001_16.jpg,ch_exp4,7,0.4774177083333333,0.5223614583333334,500,3109,2782
ProstateDx-01-0001_16.jpg,ch_exp4,8,0.5275479166666667,0.5364239583333333,305,3141,3300
ProstateDx-01-0001_16.jpg,ch_exp4,9,0.5660895833333334,0.5021791666666666,433,3186,3620
ProstateDx-01-0001_16.jpg,ch_exp4,10,0.5568447916666667,0.46233541666666667,258,3234,4065
ProstateDx-01-0001_16.jpg,ch_exp4,11,0.4926520833333333,0.460121875,433,3207,4343
ProstateDx-01-0001_16.jpg,ch_exp4,12,0.3944749999999999,0.5291322916666668,578,3275,4801
ProstateDx-01-0001_16.jpg,ch_exp4,13,0.5021572916666667,0.5517885416666667,307,3325,5406
ProstateDx-01-0001_16.jpg,ch_exp4,14,0.5558031250000001,0.5584291666666668,235,3353,5733
ProstateDx-01-0001_16.jpg,ch_exp4,15,0.617521875,0.5510072916666666,306,3417,5989
ProstateDx-01-0001_16.jpg,ch_exp4,16,0.6154385416666667,0.5032208333333333,242,3440,6311
ProstateDx-01-0001_16.jpg,ch_exp4,17,0.5016364583333334,0.40973125,189,3424,6586
ProstateDx-01-0001_16.jpg,ch_exp4,18,0.48054270833333323,0.39788229166666667,255,3466,6977
ProstateDx-01-0001_16.jpg,ch_exp4,19,0.4028083333333334,0.452309375,368,3428,7254
ProstateDx-01-0001_16.jpg,ch_exp4,20,0.3851,0.5434552083333334,178,3465,7645
ProstateDx-01-0001_16.jpg,ch_exp4,21,0.47025624999999993,0.49111145833333336,388,3502,7850
ProstateDx-01-0001_16.jpg,ch_exp4,22,0.5013760416666666,0.4809552083333334,296,3590,8259
Prostate3T-01-0002_11.jpg,ch_exp4,1,0.5082812499999999,0.560296875,476,1989,7
Prostate3T-01-0002_11.jpg,ch_exp4,2,0.48171875000000003,0.5588645833333333,231,2269,497
Prostate3T-01-0002_11.jpg,ch_exp4,3,0.47377604166666665,0.5435000000000001,281,2523,736
Prostate3T-01-0002_11.jpg,ch_exp4,4,0.46765624999999994,0.4928489583333334,480,2752,1030
Prostate3T-01-0002_11.jpg,ch_exp4,5,0.5084114583333333,0.532953125,822,2930,1531
Prostate3T-01-0002_11.jpg,ch_exp4,6,0.443828125,0.5436302083333334,242,2984,2372
Prostate3T-01-0002_11.jpg,ch_exp4,7,0.416484375,0.4738385416666667,304,3028,2633
Prostate3T-01-0002_11.jpg,ch_exp4,8,0.540703125,0.48126041666666663,359,3113,2962
Prostate3T-01-0002_11.jpg,ch_exp4,9,0.5498177083333332,0.45469791666666665,210,3111,3332
Prostate3T-01-0002_11.jpg,ch_exp4,10,0.5464322916666667,0.5209739583333334,389,3161,3564
Prostate3T-01-0002_11.jpg,ch_exp4,11,0.6025520833333332,0.5355572916666667,512,3263,3974
Prostate3T-01-0002_11.jpg,ch_exp4,12,0.61921875,0.5257916666666667,152,3285,4497
Prostate3T-01-0002_11.jpg,ch_exp4,13,0.6435677083333332,0.5496197916666666,223,3281,4662
Prostate3T-01-0002_11.jpg,ch_exp4,14,0.6269010416666666,0.46928125000000004,483,3287,4904
Prostate3T-01-0002_11.jpg,ch_exp4,15,0.6155729166666666,0.4230572916666667,232,3263,5403
Prostate3T-01-0002_11.jpg,ch_exp4,16,0.53484375,0.39948958333333334,385,3264,5657
Prostate3T-01-0002_11.jpg,ch_exp4,17,0.4901822916666667,0.42461979166666663,322,3272,6057
Prostate3T-01-0002_11.jpg,ch_exp4,18,0.40242187500000004,0.4562604166666667,283,3297,6402
Prostate3T-01-0002_11.jpg,ch_exp4,19,0.38367187499999994,0.517328125,85,3326,6705
Prostate3T-01-0002_11.jpg,ch_exp4,20,0.40046875000000004,0.5100364583333333,137,3516,7020
Prostate3T-01-0002_11.jpg,ch_exp4,21,0.451640625,0.55678125,317,3523,7178
Prostate3T-01-0002_11.jpg,ch_exp4,22,0.5084114583333333,0.55834375,441,3508,7517
Prostate3T-01-0002_11.jpg,ch_exp4,23,0.574296875,0.5695416666666667,186,3411,7980
Prostate3T-01-0002_11.jpg,ch_exp4,24,0.60671875,0.5834739583333334,223,3442,8180
Prostate3T-01-0002_11.jpg,ch_exp4,25,0.6658333333333333,0.55678125,347,3614,8426
Prostate3T-01-0002_11.jpg,ch_exp4,26,0.6710416666666666,0.44922916666666673,220,3598,8797
Prostate3T-01-0002_11.jpg,ch_exp4,27,0.629765625,0.45157291666666666,150,3406,9035
Prostate3T-01-0002_11.jpg,ch_exp4,28,0.5414843749999999,0.5161562500000001,248,3274,9209
Prostate3T-01-0002_11.jpg,ch_exp4,29,0.519609375,0.5158958333333333,210,3323,9474
Prostate3T-01-0002_11.jpg,ch_exp4,30,0.5354947916666666,0.48321354166666663,195,3423,9698
ProstateDx-01-0082_12.jpg,ch_exp4,1,0.4836863425925925,0.530379050925926,227,1868,7
ProstateDx-01-0082_12.jpg,ch_exp4,2,0.46389467592592587,0.47087384259259263,134,1960,249
ProstateDx-01-0082_12.jpg,ch_exp4,3,0.4730092592592592,0.42790509259259263,240,2034,396
ProstateDx-01-0082_12.jpg,ch_exp4,4,0.4347280092592592,0.438582175925926,292,2284,650
ProstateDx-01-0082_12.jpg,ch_exp4,5,0.5055613425925926,0.38597800925925924,325,2587,965
ProstateDx-01-0082_12.jpg,ch_exp4,6,0.48290509259259257,0.37738425925925934,213,2776,1298
ProstateDx-01-0082_12.jpg,ch_exp4,7,0.5183217592592593,0.3414467592592593,163,2896,1530
